"","text","favorited","favoriteCount","created","truncated","id","retweetCount","isRetweet","retweeted","RETWEETHOT"
"658","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:17:06,FALSE,"1443354175438565381",283,TRUE,FALSE,"some"
"659","RT @DoKomi: New #VTuber guests at #DigiKomi x Amazon Online convention:

Adorable sharky @gawrgura and wholesome priestess @ninomaeinanis j…",FALSE,0,2021-09-29 23:17:01,FALSE,"1443354156274630659",520,TRUE,FALSE,"many"
"660","RT @CBCIndigenous: Online vendors with no connection to Indigenous causes have popped up on sites like Facebook, Amazon and Etsy, in many c…",FALSE,0,2021-09-29 23:16:36,FALSE,"1443354050867593219",390,TRUE,FALSE,"some"
"661","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:16:10,FALSE,"1443353941253640195",283,TRUE,FALSE,"some"
"662","did I spend 80 dollars on Rae’s merch after spending 106 dollars online shopping? yes I did. I guess I am broke for rae<U+0001F60D>",FALSE,0,2021-09-29 23:15:47,FALSE,"1443353845539557376",0,FALSE,FALSE,"none"
"663","Imagine capping a MMO server to 2.000 players each server...510,847 players online right now...shit show on queues, come on @amazon  !",FALSE,0,2021-09-29 23:15:44,FALSE,"1443353830918348802",0,FALSE,FALSE,"none"
"664","@sister_ratched Yep online shopping and home delivery all the way!",FALSE,0,2021-09-29 23:15:37,FALSE,"1443353802594144262",0,FALSE,FALSE,"none"
"665","#nowplaying : Low Key by Niquethamodel , Dramatized Da True Steppa Listen online at https://t.co/T7Sx1Ck34v ...The… https://t.co/DW2KRK8ldv",FALSE,0,2021-09-29 23:15:32,TRUE,"1443353782222479360",0,FALSE,FALSE,"none"
"666","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:15:20,FALSE,"1443353729827151872",283,TRUE,FALSE,"some"
"667","Google is making it even easier to shop online with a few new features announced.  Soon, iOS users will see a new b… https://t.co/L6jwh3oiYZ",FALSE,0,2021-09-29 23:15:16,TRUE,"1443353713255632897",0,FALSE,FALSE,"none"
"668","RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…",FALSE,0,2021-09-29 23:15:14,FALSE,"1443353707500818437",6284,TRUE,FALSE,"popular"
"669","The pandemic created a demand for omnichannel approaches of both in-store and online shopping. To succeed, retailer… https://t.co/Zpvcp1mn2d",FALSE,0,2021-09-29 23:15:02,TRUE,"1443353655562981379",7,FALSE,FALSE,"little"
"670","New post has been published on https://t.co/ffy8uj2hJi
#discounts #pricevalue #bargainshopping#garden #appliances… https://t.co/VDowgqlZI2",FALSE,0,2021-09-29 23:14:44,TRUE,"1443353581952897029",0,FALSE,FALSE,"none"
"671","@MichaelPSenger @Frippin2 That’s pretty much it.  Join the ever growing family of ‘online shoppers’ … if you listen… https://t.co/HTkplIq7jU",FALSE,2,2021-09-29 23:14:32,TRUE,"1443353529129873418",0,FALSE,FALSE,"none"
"672","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:14:11,FALSE,"1443353444253843464",283,TRUE,FALSE,"some"
"673","The internet giant is giving its product search pages a makeover after two decades of shifting strategies have left… https://t.co/KhKCMteI0w",FALSE,0,2021-09-29 23:14:03,TRUE,"1443353408304336898",0,FALSE,FALSE,"none"
"674","RT @jewelosco: You’re in her DMs, she’s in our online shopping cart <U+0001F6D2>",FALSE,0,2021-09-29 23:14:02,FALSE,"1443353402503745540",83,TRUE,FALSE,"little"
"675","RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…",FALSE,0,2021-09-29 23:13:43,FALSE,"1443353325311873025",6284,TRUE,FALSE,"popular"
"676","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:13:20,FALSE,"1443353228964470788",283,TRUE,FALSE,"some"
"677","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:13:14,FALSE,"1443353203760791553",283,TRUE,FALSE,"some"
